time_stamp;title;topic
2022-12-12;"RWE ADR (RWEOY: $44.47) in 2nd consecutive rise; +7c [0.2%]";1
2008-07-07;German RWE Hikes Costs Saving Target To 1.2 Bln Euro by 2012 - Report;-1
2009-02-12;German RWE sees growth chances for business with electric cars;3
2009-07-17;RWE gets licence in Turkmen waters;4
2011-09-05;RWE looks to sell Urenco stake;2
2010-06-16;German RWE may cut dividend due to nuclear tax introduction - report;2
2008-10-09;RWE, Dutch Tennet set up joint security centre;-1
2013-06-04;RWE reports higher Q1 net income, provides outlook for 2013;2
2011-02-24;RWE confirms plans to sell EUR8bn assets;2
2011-07-29;Month to July 29: RWE hits year-low 2nd time in nine months;1
2012-02-07;"WIPO PUBLISHES PATENT OF RWE FOR ""SAVING AND CHECKING THE SYSTEM TIME OF A CHARGING STATION"" ( GERMAN INVENTOR)";3
2022-11-04;RWE ( RWE : EUR39.05) offers dividend yield of 2.3%;2
2008-01-17;Verdi, RWE Reach Agreement, Prevent Strikes;-1
2014-07-15;"US Patent Issued to RWE on July 15 for ""Charging station for electric vehicles with network stabilization"" ( German Inventors)";3
2010-05-27;Publication No. WO/2010/057512 Published on May 27, Assigned to RWE Power for Brown Coal Preparation Method ( German Inventor);3
2012-01-11;RWE expects delays in offshore wind farms construction;0
2020-05-14;"RWE Q1 Adj. Earnings Rise; Confirms FY20 View, Dividend";2
2011-04-27;RWE Dea receives offshore block in Trinidad and Tobago under PSC;4
2021-08-24;RWE Renewables , National Grid Ventures Issue Joint Public Comment on Bureau of Ocean Energy Management Notice;0
2012-05-21;RWE Dea UK launches development drilling at Breagh gas field;4
2022-11-01;RWE ( RWE : EUR39.29) offers dividend yield of 2.3%;2
2012-06-05;- RWE Dea Norge wins prestigious Business Award;4
2018-03-13;E.ON Reports Rise In Income As It Concludes Deal With RWE For Innogy;2
2008-12-19;RWE to invest euro2.8 billion in North Sea wind farm;0
2011-04-27;RWE [ DAX index] dips 0.2%, P/E improves to 6.0;1
2008-05-16;RWE says 86 companies took part in 2nd power auction, purchased about 400 MW;3
2011-04-28;CORRECTED - RWE wins against Solarworld in court battle over trademark rights - report;3
2014-09-30;Deal snapshot: BRITISH REGULATORS DELAY CLOSING OF RWE'S OIL, GAS UNIT SALE;2
2011-09-05;RWE plans to dispose of shareholding in UK Urenco - report;2
2013-11-06;RWE may axe 2,500 positions - report;2
2019-02-07;- RWE cancels GBP 750 million hybrid bond on earliest possible date;-1
2011-07-25;Deutsche Bahn , RWE seal renewable energy deal;0
2008-05-23;German RWE, UK SSE Mull Joint Offer for British Energy - Report;2
2009-11-12;RWE 3Q net income falls 48 percent to euro569 million;2
2020-10-09;"INTERNATIONAL PATENT: RWE POWER AG FILES APPLICATION FOR ""APPARATUSES AND METHODS FOR ASCERTAINING AN ELEMENTAL COMPOSITION OF A MATERIAL""";3
2011-08-24;RWE gets EC nod to sell 74.9% of Amprion;2
2011-08-30;RWE [ DAX index] falls in weak trading with rising open interest, weekly and monthly trend remains weak;1
2017-12-01;RWE AG ST Financial Reports: Report on the first quarter of 2016;2
2016-01-14;Npower owner RWE 's renewables profits more than doubled in 2015;0
2009-11-05;German RWE aspires to biomass market in USA - report;-1
2012-04-16;RWE boosts net profit in Czech Republic by EUR 202m in 2011;2
2012-02-23;RWE Dea UK spuds first development well for Clipper South gas field;4
2009-01-30;German RWE Dea says first Luno appraisal well successfully tested;-1
2011-05-03;RWE [ DAX index] closes at 3.0% below VWP but at merely 4.2% premium to 52-week low;1
2011-03-24;RWE [ DAX index] rises in strong trading with rising open interest;1
2009-01-05;RWE, Dutch Tennet open power security centre;3
2014-05-14;"US Patent granted to RWE AG ( Delaware ) on May 13 titled as ""Charging cable connector for connecting an electric vehicle to a charging station""";3
2015-10-30;RWE hits financial close on 336-MW offshore wind project with new partners;0
2009-10-14;German RWE may give up Enea takeover - report;-1
2014-05-06;SOCAR , RWE Dea to jointly study hydrocarbon prospectivity in Caspian Sea;4
2010-05-31;RWE Innogy inaugurates wind farm in Lower Saxony;0
2010-11-30;RWE secures EUR 4bn syndicated credit line;2
2013-05-07;The UK Green Investment Bank Plc agreed to acquire a minority stake in Rhyl Flats Wind Farm Ltd from RWE AG;0
2010-03-22;RWE - A further five talented junior musicians receive scholarships in Norway;4
2016-02-19;-Change on Executive Board of RWE Generation SE and RWE Power AG as of 1 August 2016;2
2008-04-16;RENEWABLES - German RWE, Municipal Utilities To Cooperate in Alternative Energy;0
2018-06-22;Innogy wins exclusive rights for 440 MW of solar projects in US;0
2009-11-17;American Water Prices Common Stock Offerings RWE will complete its full divestiture if underwriters' exercise option;2
2008-11-20;RWE Power to build nuclear power plant in Romania;-1
2009-01-16;RWE , Essent deal might hit snag - report;2
2017-04-28;RWE shareholders resolve waiver of dividend for fiscal year 2016;2
2011-07-19;RWE [ DAX index] rises in strong trading with rising open interest;1
2014-04-15;RWE to supply natural gas to Ukraine commodities update;-1
2021-02-22;RWE takes material earnings hit from Texas freeze as impact on Europeans emerges;2
2010-05-12;German utility RWE says Q1 profit up 15 pct;2
2011-06-06;RWE [ DAX index] hits year-low 8th time in one month and 12th time in three months;1
2016-03-24;Changes to RWE Supply & Trading Board;2
2014-03-17;RWE to sell oil production unit to LetterOne Group;2
2019-11-21;IEA to build 148- MW wind farm for RWE Renewables Americas;0
2012-06-22;RWE raises USD 500m hybrid bond;-1
2021-10-29;Australia Patent: RWE Power Files Application for 'Method and device for cleaning a surface of a conveyor belt of residues of raw materials and cover material conveyed in mining';3
2012-08-28;RWE Dea confirmed extension of gas resources in Egypt;4
2022-10-03;RWE agrees to acquire Con Edison Clean Energy Businesses, Inc. and to become one of the top leading renewable energy companies in the United States;0
2019-05-27;Intelligent Home Device Market is Booming Worldwide | RWE AG , FIBARO, VDE, Control4, Honda , TP-Link, Intelligent Home Automated Solutions, SmartThings;3
2011-07-20;Dutch Borssele nuclear plant excluded from RWE - Gazprom talks;-1
2009-04-22;German RWE to sell stake in US American Water;-1
2012-06-22;RWE 's JV Green Gecco takes over 3 wind farms in Germany;0
2011-09-23;Rwe Dea AG Receives Patent for Process for the Producing Metal-Free Guerbet Alcohols;3
2014-07-28;- RWE expands the range of transparent EEX information with data from its power plants in Belgium and the Netherlands;-1
2022-12-29;Thursday December 29, 2022 RWE ADR Compendium - A Snapshot as of December 29;2
2017-09-26;RWE Launches Tender Offer For Hybrid Bonds;-1
2012-04-09;RWEOY Pays 2.6102 approximate Per Share Record Date 04/19/2012;2
2013-11-07;KKR , Kuwait Petroleum said to make joint bid for RWE's DEA unit;4
2011-07-18;- RWE sells majority shareholding in German transmission systems operator Amprion;2
2010-01-21;Danish Norden signed long-term deal with RWE Innogy;-1
2020-12-21;Former innogy finance chief to join Fortum as CFO;-1
2008-11-26;Unions demand 8% wage hikes from RWE , Vattenfall - report;2
2008-06-03;Germany 's Glos says EU deals with E.ON, RWE in legal grey area;-1
2012-09-21;"WIPO PUBLISHES PATENT OF RWE AG TITLED AS ""CHARGING STATION FOR ELECTRICAL VEHICLES, SYSTEM AND METHOD FOR OPERATING A CHARGING STATION""";3
2011-11-30;Month to November 30: RWE jumps 7.2% on firm volume;1
2019-05-15;"RWE Q1 Adj. Net Income Rises; Confirms FY Outlook - Quick Facts";2
2022-05-26;- Sempra Infrastructure and RWE Sign Heads of Agreement for U.S. LNG Supply;-1
2012-08-24;RWE Dea completes seismic survey in Caspian Sea;-1
2014-02-27;-RWE Executive Board to forgo part of compensation;2
2013-05-22;RWE starts construction of 576- MW wind farm off the coast of Wales;0
2019-05-31;E.ON, innogy deal progresses with collective bargaining agreement for workers;-1
2010-11-12;Cheuvreux cuts RWE share target to EUR 66;-1
2011-06-30;Month to June 30: RWE hits year-low 5th time in nine months;1
2014-10-07;RWE AG and E.ON SE select GENUSA to provide fuel reloads at Gundremmingen unit C;4
2008-08-20;"GERMAN STOCKS - Citigroup Affirms ""Buy"" On RWE";2
2016-05-02;RWE Supply & Trading to expand customer business and global activities;2
2011-01-21;RWE, GDZ Suez, Iberdrola abandon Romanian nuclear power project;-1
2008-03-14;Germany 's RWE wins power auctions in Russia;-1
2012-03-30;RWE issues USD 500m hybrid bond in Asia;-1
2015-08-20;RWE Power -to-Gas Energy Storage System Launched RWE reports an electrolyser system efficiency of 86% with heat recovery;-1
2008-05-15;German utility RWE 's 1Q profit falls nearly 49 percent on rising costs to €809 million;2
2008-03-25;German RWE Signs Gas Sales Deal in Egypt;4
2014-03-19;- RWE AG - Ad hoc announcement according to Sec 15 WpHG;2
2012-04-23;RWE appoints chief human resource officer;-1
2022-12-22;Thursday December 22, 2022 RWE ADR Compendium - A Snapshot as of December 22;2
2014-03-17;Investors cheer plan for Germany 's RWE to sell oil unit to Russian -linked investment group Investors cheer RWE 's plan to sell oil, gas unit;2
2021-07-05;Deutsche Bank AG , Frankfurt Post Stabilisation Notice - RWE EUR 500M 10y Green;-1
2014-08-21;RWE Gas Slovensko wins natural gas supply deal in Trencin city;4
2019-06-18;E.ON, innogy name future executives of combined company;2
2014-10-30;EQS -PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2014-09-12;RWE secures UK's nod for up to 96-MW wind park in Wales;0
2016-05-13;"Moody's downgrades RWE to Baa3/P-3; stable outlook";-1
2017-07-21;"WIPO PUBLISHES PATENT OF RWE FOR ""MOBILE COMMUNICATION TERMINAL AND SYSTEM WITH A MOBILE COMMUNICATION TERMINAL"" ( GERMAN INVENTORS)";3
2019-10-04;New RWE bets big on green growth;0
2013-10-17;RWE pressed to withdraw plans for 31-turbine Scottish wind farm - report;0
2008-09-19;German RWE Decouples Increased Dividend Payout from American Water Divestment;2
2010-05-12;RWE Innogy agrees base port for offshore wind farm;0
2008-02-22;German utility RWE says its 2007 profit slipped from results inflated by a gain a year earlier;2
2012-04-26;RWE Dea transfers natural gas storage activities in new company;4
2016-10-07;RWE 's Innogy makes debut with biggest IPO in years;2
2019-09-18;Green light for E.ON, RWE transformation as EU clears final part of asset swap;-1
2022-10-27;"RWE ADR (RWEOY: $38.88) increases on robust volume; +1c [0.03%] Vol Index 1.7 [1 is avg]";1
2009-05-11;Essent shareholder clears RWE 's takeover offer;-1
2022-11-14;"Rwe Ag 52-year bond falls 0.6%; -57.30c [0.6%]";2
2012-05-07;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2019-09-10;Innogy to supply 25 MW of wind power to German train operator;0
2012-04-17;RWE Dea launches seismic surveys in Caspian Sea;-1
2022-12-06;Tuesday December 06, 2022 What Happened Today to the RWE ADR;-1
2013-01-08;RWE Dea supports social projects in Turkmenistan;4
2012-03-19;"US Patent Issued to RWE Power on March 13 for ""Process for the Production of Carbonaceous Adsorption Agents Doped with Elementary Sulfur and a Process for Waste Gas Cleaning Using Such Adsorption Agents"" ( German Inventors)";3
2011-08-22;RWE Dea says employees not to return to Libya yet - report;4
2022-12-13;"RWE ADR (RWEOY: $45.27) hits seven-month high; +99c [2.2%]";1
2022-12-19;Dentons advises BayernLB and Danish Export Credit Agency EKF on € 1 billion financing for two RWE offshore wind farms;0
2019-08-12;Innogy results paint positive picture for RWE , mixed bag for E.ON;-1
2015-01-08;EQS -PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2016-02-24;RWE Generation and RWE Power appoint member of executive board;3
2016-10-24;"WIPO PUBLISHES PATENT OF RWE DEUTSCHLAND FOR ""METHOD FOR DRYING A GAS CHAMBER AND ARRANGEMENT COMPRISING A PROTECTIVE-GAS FILLED CHAMBER"" ( GERMAN INVENTORS)";3
2009-02-06;UK govt allows RWE to build gas power plant;-1
2010-07-05;RWE AG - New managing director Michael Neff in office;2
2014-08-22;Germany to greenlight RWE deal to sell Dea unit to Russians - report;4
2015-12-04;- RWE AG - Lynemouth coal to biomass conversation has passed EU state aid approval;4
2019-09-18;-Brussels paves the way for one of the biggest transactions in Germany 's industry the 'new RWE ' can get started;4
2008-03-07;German RWE To Hold 15 Pct in Romanian Nuclear Power Plant Project;-1
2011-11-28;German Repower to supply two wind turbines to RWE Innogy;0
2022-10-04;Con Edison to sell renewables business to RWE for $6.8B;0
2010-06-18;RWE to hike electricity prices in August - report;-1
2010-11-02;"Macquarie retains RWE at ""neutral"", target at EUR 64";-1
2022-12-05;"Weekly: RWE ( RWE : EUR42.06) falls 0.8% on average volume; -35c [0.8%]";1
2014-12-05;-Markus Krebber takes over from Stefan Judisch as CEO of RWE Supply and Trading;-1
2019-03-08;Coal Mining Market is Booming Worldwide| China Shenhua Energy , Siberian Coal, Singareni Collieries, RWE AG;0
2012-05-14;RWE revises participation in Nabucco project - report;-1
2014-11-13;RWE 9-Month Net Income Climbs, Despite Weak Sales;2
2021-04-28;RWE AG Issues AGM Statement;2
2017-08-14;RWE AG ( RWEOY ) Q2 2017 Results - Earnings Call Transcript;2
2008-04-23;RWE sells 36 percent of American Water , sees charge lowering profit;2
2013-11-08;Greencoat takes stakes in two UK wind farms from RWE;0
2014-11-25;RWE ready with 576-MW Gwynt y Mor wind park off Wales;0
2014-04-29;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2011-11-16;RWE [Energy] rises in strong trading with rising open interest, continues strong weekly trend;1
2010-04-05;Energy for health and wellness RWE Dea supplies petroleum gas to health and wellness resort Fontamar in Friedrichskoog Infopoint Friedrichskoog-Spitze and visitor programme reopened;4
2010-11-19;RWE may convert Tilbury coal-fired plant to run on biomass - report;-1
2012-11-19;-RWE raises forecast for 2012 slightly;2
2011-12-21;RWE preference [Energy] trails 70.2% of stocks, price 3.8% below volume weighted price;1
2013-05-27;SSE, RWE win govt nod for 504- MW wind farm off UK;0
2016-12-27;Profile of Uwe Tigges Chief Human Resources Officer of RWE;-1
2014-12-04;EQS -PVR: Correction of a release from 02.12.2014, 15:30 CET - RWE;-1
2012-09-07;REpower to supply 54 wind turbines for Innogy Nordsee 1 wind farm;0
2017-11-20;PRESS: RWE Move To Cut Stake In Innogy Amid SSE Deal May Involve Enel;2
2018-07-19;DGAP-Adhoc: Correction of a release from 18.07.2018, 23:13 CET/CEST - Correction of headline: E.ON SE: E.ON and innogy agree on joint preparation for integration and other support measures (english);2
2010-04-20;RWE Npower breaks ground on GBP 2.5m hydropower project;0
2012-03-29;RWE successfully places hybrid bond in Asia;-1
2020-08-20;RWE raises  2B through capital raise to support renewables growth;0
2011-03-15;RWE to shut down Biblis A power unit for safety examination;-1
2012-01-16;"Deutsche Bank keeps ""hold"" on RWE , affirms EUR 32 target";-1
2012-11-08;RWE weakens below 50-day EMAP;1
2011-03-01;Month to February 28: RWE trails 83.1% of stocks, price 4.2% below volume weighted price;2
2009-04-16;RWE, Polish Kompania Weglowa to build coal power plant;0
2015-02-06;RWE seeks approval for 18-MW wind repowering in UK;0
2015-03-02;L1 Energy acquires RWE Dea;4
2017-03-14;EQS -News: RWE Aktiengesellschaft : RWE does not comment on press speculation;2
2014-01-17;RWE DEA unit sale seen to attract three bidders - report;2
2008-05-06;German RWE New Offer Slows Loss of Retail Customers;-1
2010-06-04;"German RWE remains on Cheuvreux ""selected list""";-1
2015-10-05;-Emirate of Dubai and RWE Middle East engage in closer collaboration;-1
2011-11-14;Australia: RWE Power Receives Patent for 'Method for monitoring the orientation of a band and/or band strips of a belt conveyor device and a belt conveyor device';3
2017-02-24;"WIPO PUBLISHES PATENT OF RWE FOR ""CHARGING STATION FOR ELECTRIC VEHICLES AND INTERFACE UNIT IN A CHARGING STATION OF THIS TYPE AS WELL AS A METHOD FOR OPERATING A CHARGING STATION"" ( GERMAN INVENTOR)";3
2008-01-28;RWE sees growth opportunities in Russia and Turkey , considers acquisitions;2
2014-05-27;University of Warsaw awards electricity distribution deal to RWE Stoen;3
2013-09-11;RWE starts electricity generation at Gwynt y Mor offshore wind farm;0
2012-10-17;RWE adds 3.3% on low volume;1
2012-10-01;RWE drops to one-month low;1
2009-10-01;Deal snapshot: GERMAN RWE TO WRAP UP DUTCH ESSENT TAKEOVER TODAY;2
2011-12-28;RWE preference [Energy] drops 3.4% on high volatility;1
2011-05-04;RWE [ DAX index] falls in weak trading with rising open interest;1
2011-08-25;UPDATE: RWE director buys;2
2012-11-05;RWE dips 0.8% on low volume;1
2011-06-07;RWE [ DAX index] rises in strong trading with rising open interest;1
2008-02-01;RWE to invest 3 bln eur in power transmission grid by 2017;2
2013-12-20;"WIPO PUBLISHES PATENT OF RWE FOR ""CHARGING STATION HAVING NEAR-FIELD COMMUNICATION LINK"" ( GERMAN INVENTOR)";3
2017-12-01;RWE AG ST Financial Reports: Financial Statements 2013;2
2011-12-19;RWE [Energy] drops on high volatility;1
2008-02-08;RWE to restart Biblis nuclear reactor after receiving approval;-1
2013-07-24;- RWE Dea UK - Major Milestone completed on the Orca Project;4
2013-11-25;RWE reports net loss for Q3, provides guidance for 2014;2
2015-12-15;- RWE AG Supervisory Board unanimously approves plans for Group restructuring;-1
2020-01-28;RWE CEO suggests he could step down next year;-1
2015-10-15;- RWE wants to establish Lemonbeat as an international standard;-1
2022-09-20;RWE , Latvenergo to jointly develop offshore wind in Latvia;0
2013-11-28;RWE npower plans to slash 1,460 jobs in UK;-1
2009-10-30;RWE signs construction agreement with Turcas;-1
2011-08-01;RWE [ DAX index] falls in four out of last five days, for a 5-day fall of 6.1%;1
2008-01-29;RWE 's DEA unit awarded gas exploration concession in Libya;4
2009-03-23;RWE, Turcas Elektrik Uretim to build power plant;3
2010-02-01;EANS-News: REpower Systems AG REpower and RWE Innogy sign contract for about 295 MW for offshore wind farm off Helgoland;0
2015-10-14;"Swiss Federal Institute of Intellectual Property granted patent to RWE Effizienz GmbH on October 7, 2015 titled as ""METHOD AND DEVICE FOR CONTROLLING A HOME AUTOMATION SYSTEM""";3
2009-05-14;RWE 1Q net profit up sharply to euro1.7 billion;2
2011-10-10;RWE appoints member of management board for NET4GAS;-1
2011-11-08;"RWE [ DAX index] weakens below Moving Average Price (MAP); 50-day MAP trails 200-day MAP";1
2019-08-07;"US Patent Issued to RWE POWER on Aug. 6 for ""Method for removing mercury from flue gases of incineration plants"" ( German Inventor)";3
2017-12-01;RWE AG ST Financial Reports: Financial Statements 2015;2
2011-12-20;Highland Council delays opinion on RWE npower's Allt Duine wind farm - report;0
2011-11-10;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2008-06-23;RWE submits binding offer for stake in NEK's Belene power plant project;-1
2009-08-13;RWE sees 2Q net profit rise 37 percent to euro477M;2
2009-06-25;RWE plans Pound Sterling benchmark bond;-1
2016-02-24;RWE cuts ribbon on 67-MW wind park in Germany;0
2011-09-28;RWE [ DAX index] falls in weak trading with rising open interest;1
2011-08-04;RWE [ DAX index] hits year-low 16th time in three months;1
2013-09-20;RWE announces natural gas production from eastern Niger Delta , Egypt;4
2010-05-26;RWE Drops 905-Megawatt Scottish Offshore Wind Project, an Industrial Info News Alert;0
2010-06-11;RWE - Welsh Windfarm in Liverpool Bay Given Start Date;0
2020-08-13;RWE Posts Half Year Results;2
2013-01-02;RWE Generation: An International Generation Company to Strengthen the RWE Group for the Future;0
2008-02-20;German utility RWE launches €2.5B buyback of its shares;-1
2009-11-18;RWE plans to build up to 3 GW of hydropower plants in Serbia, Bosnia;0
2011-08-29;RWE [ DAX index] closes at 8.4% below VWP but at 7.7% premium to 52-week low;1
2016-01-18;RWE awaits policy news to decide on GBP 1bn of UK wind - report;0
2009-10-14;RWE , OMV welcome France 's interest in joining Nabucco project;-1
2011-11-10;RWE resolutely implements package of measures;1
2011-12-22;UPDATE: RWE director buys;2
2022-09-30;EQS -Adhoc: RWE Aktiengesellschaft: Ad-hoc release in accordance with Art. 17 MAR – RWE AG agrees to acquire Con Edison Clean Energy Businesses, Inc. and issues mandatory convertible bond;2
2020-05-01;RWE puts online 7- MW wind park in Poland , plans more;0
2014-03-11;RWE reportedly starts accepting final bids for DEA unit;-1
2016-03-18;"Swiss Federal Institute of Intellectual Property granted patent to RWE Power Aktiengesellschaft on March 16 2016 titled as ""METHOD AND APPARATUS FOR GENERATING PROCESS STEAM THROUGH COMBUSTION OF LIGNITE""";3
2011-03-30;RWE [ DAX index] rises in strong trading with rising open interest, continues strong weekly trend;1
2022-03-18;RWE CEO sees shift for European energy markets because of war in Ukraine;2
2011-10-06;RWE , Gazprom intensify talks on German JV - report;-1
2011-03-01;Deal snapshot: RWE COMPLETES SALE OF THYSSENGAS GAS GRID;2
2019-08-14;RWE H1 Adj. Profit Rises;2
2011-10-24;RWE issues CHF 250m hybrid bond in Switzerland;-1
2018-01-03;Deutsche Börse news: XETR : INSTRUMENT_EVENT RWE3 (02 Jan 2018);1
2022-10-26;"Rwe Ag 52-year bond in its biggest weekly loss for 6 months; -$3.12 [3.3%]";2
2015-06-30;- Amec Foster Wheeler CFBs selected for RWE power plant, Germany;0
2017-12-01;RWE AG ST Financial Reports: Interim report on the first half of 2017;2
2018-08-17;Innogy to sell 41% stake in UK offshore wind farm to Japanese utilities;0
2011-08-08;RWE to get EUR 2.5bn proceeds from capital measures;2
2017-12-01;RWE AG ST Financial Reports: Report on the first quarter of 2013;2
2010-05-06;RWE Transgas with sales in CR down 6 pct, profit up in 2009 adds more info in para 5-8, last para;2
2020-06-12;RWE to invest in green hydrogen electrolyzer to feed German steel giant;-1
2011-05-24;EPS, RWE Innogy to build 150 MW of hydropower projects in Serbia;0
2010-06-18;RWE Innogy Plans Tidal Turbine Installation, an Industrial Info News Alert;0
2012-05-25;RWE Q1 net income decreases;2
2013-11-07;US financial investor to bid for RWE Dea - report;2
2017-11-14;"RWE 9-Month Profit Surges; Confirms 2017 View At Upper End Of Range";2
2015-03-02;German energy company RWE completes sale of oil and gas division to Russian -linked company Germany 's RWE completes oil and gas sale to Russian investor;2
2014-04-21;RWEOY Pays 1.381 Fnl Per Share Record Date 04/16/2014;2
2009-06-16;Norwegian Fred Olsen Energy gets USD 69m deal for drilling rig;-1
2008-02-25;German RWE Power , Osram Enter Energy Efficiency Cooperation in India;-1
2022-03-15;RWE Annual Profit Before Tax, Revenue Increase;2
2011-11-11;RWE resolutely implements package of measures;1
2019-02-21;RWE to seek compensation up to  1.5B per gigawatt under German coal exit;-1
2011-03-10;RWE [ DAX index] rises in strong trading with rising open interest;1
2011-12-28;Renerco buys another UK wind project from RWE npower;0
2012-10-15;RWE Power Aktiengesellschaft Files Patent Application for Process for Processing Brown Coal;3
2021-11-10;RWE to build 44- MW wind farm in France;0
2011-07-19;Moody's downgrades RWE 's rating on nuclear phase-out in Germany;-1
2008-04-23;RWE cuts FY net income forecast, books charges due to American Water IPO;2
2021-06-14;RWE kicks off construction at 1.4- GW UK offshore wind farm;0
2010-09-06;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2008-11-12;RWE to issue benchmark bond in euro;-1
2008-01-10;Germany 's RWE and Hungary 's MVM bid today for stake in electricity company Elmu;-1
2014-01-29;RWE takes £2.7bn hit on power plant losses;0
2011-04-01;RWE [ DAX index] rises 1.6% on high volatility;1
2010-11-24;RWE Innogy to market Quietrevolution wind turbines in Germany;0
2010-06-11;RWE to cancel headquarters maintenance contract with Hochtief - report;-1
2011-03-04;RWE Dea announces successful drilling in Breagh field;4
2009-04-24;NOT BY TURKMEN GAS ALONE The capacity of the Baku-Novorossiysk oil pipeline will be expanded, and by May Russia and Azerbaijan will also have some detailed gas sector agreements in place. These are the results of talks in Moscow between presidents Dmitri Medvedev and Ilham Aliyev. This is also Moscow's answer to the cooperation memorandum signed by the government of Turkmenistan and RWE AG ( Germany ), a participant in the Nabucco gas pipeline project.;4
2008-05-16;Germany 's RWE posts $1.25b net income in Q1;2
2008-05-02;German RWE To Quit British Energy Bid After Losing Partner Vattenfall;-1
2012-04-25;RWE Dea to begin seismic acquisition program in Caspian Sea;-1
2009-04-15;"Goldman Sachs cuts German RWE to ""sell""";2
2022-12-01;RWE ( RWE : EUR42.65) - PRE-MARKET CONFIRMATORY BULLISH SIGNAL FROM ITS ADR MARKET Friday December 02, 2022 07:12 CET;2
2009-05-14;RWE Innogy raises stake in Danta de Energias to 93.7%;-1
2010-11-11;RWE commences production from Gjoa field in Norway;4
2011-08-08;RWE announces appointment of Terium as deputy CEO, to head firm in Jul 2012;-1
2011-11-14;RWE [Energy] falls in weak trading with rising open interest, monthly trend remains weak;1
2016-04-27;RWE forms management team of new subsidiary;2
2011-07-19;- RWE AG - Solar power plant Andasol 3 produces environment-friendly energy;0
2022-10-05;RWE AG ’s $6.8 Billion Acquisition of Con Edison Clean Energy Businesses;3
2013-04-23;German RWE Innogy puts online 39 MW onshore wind farm in Poland;0
2012-01-27;RWE Dea: Successful award of seven new production licenses in Norway;4
2011-10-28;RWE [ DAX index] falls in weak trading with rising open interest;1
2011-05-11;RWE [ DAX index] rises in strong trading with rising open interest;1
2012-10-03;Areva loses interest in E.on, RWE's UK firm Horizon - report;2
2012-10-04;RWE preference decreases 1.6% on low volume;1
2011-07-05;RWE [ DAX index] falls in weak trading with rising open interest;1
2009-09-11;German RWE ranked 9th among major foreign investors in CEE;2
2015-03-11;Germany 's RWE to revise gas deal with Gazprom;4
2017-09-04;"WIPO PUBLISHES PATENT OF RWE FOR ""METHOD AND DEVICE FOR CREATING MEDIA CONTENT BASED ON CONSUMPTION DATA"" ( BELGIAN INVENTOR)";3
2016-08-15;-RWE - Solid performance in the first half of 2016;2
2017-03-14;"RWE Issues 2017 Outlook; Declines Comment On Rumours About innogy";-1
2008-11-11;RWE boosts net profit to EUR 1.1bn in q3 '08;2
2013-03-07;-RWE confirms outlook for 2013;2
2009-03-23;German RWE, Turkish Turcas Elektrik Ueretim launch JV;4
2020-08-19;RWE Launches Cash Capital Increase;2
2014-02-17;Schneider Electric and RWE join forces for charging infrastructure products;3
2013-06-25;RWE to raise gas price by 6.6% from Oct;2
2015-11-12;RWE 's 9-mo op profit for renewables jumps nearly 9-fold;2
2008-10-21;RWE to set up energy efficiency unit - report;-1
2010-12-06;RWE disposes of gas transmission network Thyssengas;-1
2011-09-07;RWE plans to expand renewable energy generating capacities in NRW;0
2017-05-01;-Uwe Tigges to leave RWE Executive Board to focus on his task with innogy;2
2014-04-18;- RWE supplies Ukraine with natural gas;4
2017-05-31;- RWE Supply and Trading re allocates responsibilities;2
2012-03-07;Analyst Actions: RWE AG Downgraded to Underweight from Neutral at HSBC;-1
2010-09-08;- RWE welcomes political decision on nuclear energy policy;-1
2010-10-06;"Kepler axes RWE share target to EUR 45, affirms ""reduce""";-1
2008-02-19;German RWE To Build Hard-Coal Power Plant in Hamm;0
2013-10-08;RWE IT commissions T-Systems with workplace management service for RWE;-1
2019-11-13;E.on signs PPA for 892 MW of UK wind power with RWE;0
2015-09-04;"Head Line: European Patent Office granted patent to RWE POWER AG [DE] titled as ""INDIRECTLY HEATED FLUIDIZED BED DRYER""";3
2012-11-05;RWE preference dips 0.5% on low volume;1
2022-05-26;Sempra , RWE reach agreement for 15-year US LNG supply deal;2
2011-04-29;Bureau Veritas gets order from RWE Innogy for Nordsee Ost wind park;0
2015-08-28;RWE Reportedly To Team With Siemens And Green Bank On U.K. Wind Farm;0
2011-12-23;"Deutsche Bank keeps ""hold"" on RWE after talks with Gazprom fail";-1
2010-08-12;Utility RWE criticizes German nuclear tax plan;-1
2020-08-07;RWE in talks to acquire 2.7-GW renewable development pipeline from Nordex;0
2008-09-05;RWE sells 50 percent stake of Tarragona Power;0
2020-05-29;German power providers in last-ditch attempt to stop RWE -E.ON deal in EU court;3
2009-02-26;Amended: RWE AG FY08 profit declines - Quick Facts;2
2010-05-27;Publication No. WO/2010/057509 Published on May 27, Assigned to RWE Power for Indirectly Heated Fluidized Bed Dryer ( German Inventors);3
